ordinal,kind,section,depth,title,menu_path,node_id,parent_id,is_leaf,has_children,has_document,slug,url,label_no
96,document,开发,4,（可选）使用canOpenLink判断应用是否可访问,开发 > 应用框架 > Ability Kit（程序框架服务） > 应用间跳转 > 拉起指定应用 > （可选）使用canOpenLink判断应用是否可访问,00020178602474383213686856dc7030,00020178602474383282608179d568bb,True,False,True,canopenlink,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/canopenlink,
97,document,开发,4,获取目标应用的URL信息,开发 > 应用框架 > Ability Kit（程序框架服务） > 应用间跳转 > 拉起指定应用 > 获取目标应用的URL信息,0002017860247438322285898096ba29,00020178602474383282608179d568bb,True,False,True,obtaining-target-app-url-info,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/obtaining-target-app-url-info,
98,document,开发,4,使用Deep Linking实现应用间跳转,开发 > 应用框架 > Ability Kit（程序框架服务） > 应用间跳转 > 拉起指定应用 > 使用Deep Linking实现应用间跳转,000201786024743832242caa998f646c,00020178602474383282608179d568bb,True,False,True,deep-linking-startup,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/deep-linking-startup,
99,document,开发,4,使用App Linking实现应用间跳转,开发 > 应用框架 > Ability Kit（程序框架服务） > 应用间跳转 > 拉起指定应用 > 使用App Linking实现应用间跳转,0002017860247438322961f45b720769,00020178602474383282608179d568bb,True,False,True,app-linking-startup,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/app-linking-startup,
100,document,开发,4,显式Want跳转切换应用链接跳转适配指导,开发 > 应用框架 > Ability Kit（程序框架服务） > 应用间跳转 > 拉起指定应用 > 显式Want跳转切换应用链接跳转适配指导,00020178602474383232912c6eeda4e0,00020178602474383282608179d568bb,True,False,True,uiability-startup-adjust,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/uiability-startup-adjust,
101,document,开发,4,应用链接说明,开发 > 应用框架 > Ability Kit（程序框架服务） > 应用间跳转 > 拉起指定应用 > 应用链接说明,0002017860247438323402be01963894,00020178602474383282608179d568bb,True,False,True,app-uri-config,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/app-uri-config,
102,document-branch,开发,3,拉起指定类型的应用,开发 > 应用框架 > Ability Kit（程序框架服务） > 应用间跳转 > 拉起指定类型的应用,00020178602474383287750ccf989d5b,000201786024743832674444aa8780dd,False,True,True,specified-type-app-redirection,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/specified-type-app-redirection,
103,document,开发,4,拉起指定类型的应用概述,开发 > 应用框架 > Ability Kit（程序框架服务） > 应用间跳转 > 拉起指定类型的应用 > 拉起指定类型的应用概述,000201786024743832087daad1ceac72,00020178602474383287750ccf989d5b,True,False,True,start-intent-panel,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/start-intent-panel,
104,document,开发,4,拉起导航类应用（startAbilityByType）,开发 > 应用框架 > Ability Kit（程序框架服务） > 应用间跳转 > 拉起指定类型的应用 > 拉起导航类应用（startAbilityByType）,000201786024743832157f4754ebbacd,00020178602474383287750ccf989d5b,True,False,True,start-navigation-apps,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/start-navigation-apps,
105,document,开发,4,拉起邮件类应用（startAbilityByType）,开发 > 应用框架 > Ability Kit（程序框架服务） > 应用间跳转 > 拉起指定类型的应用 > 拉起邮件类应用（startAbilityByType）,000201786024743832209ff07ea47296,00020178602474383287750ccf989d5b,True,False,True,start-email-apps,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/start-email-apps,
106,document,开发,4,拉起邮件类应用（mailto方式）,开发 > 应用框架 > Ability Kit（程序框架服务） > 应用间跳转 > 拉起指定类型的应用 > 拉起邮件类应用（mailto方式）,000201786024743832279f260867777f,00020178602474383287750ccf989d5b,True,False,True,start-email-apps-by-mailto,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/start-email-apps-by-mailto,
107,document,开发,4,拉起金融类应用（startAbilityByType）,开发 > 应用框架 > Ability Kit（程序框架服务） > 应用间跳转 > 拉起指定类型的应用 > 拉起金融类应用（startAbilityByType）,00020178602474383231002f5f2f98f8,00020178602474383287750ccf989d5b,True,False,True,start-finance-apps,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/start-finance-apps,
108,document,开发,4,拉起航班类应用（startAbilityByType）,开发 > 应用框架 > Ability Kit（程序框架服务） > 应用间跳转 > 拉起指定类型的应用 > 拉起航班类应用（startAbilityByType）,00020178602474383232535313823a9f,00020178602474383287750ccf989d5b,True,False,True,start-flight-apps,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/start-flight-apps,
109,document,开发,4,拉起快递类应用（startAbilityByType）,开发 > 应用框架 > Ability Kit（程序框架服务） > 应用间跳转 > 拉起指定类型的应用 > 拉起快递类应用（startAbilityByType）,000201786024743832349b2d350ef5d4,00020178602474383287750ccf989d5b,True,False,True,start-express-apps,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/start-express-apps,
110,document,开发,4,拉起图片编辑类应用（startAbilityByType）,开发 > 应用框架 > Ability Kit（程序框架服务） > 应用间跳转 > 拉起指定类型的应用 > 拉起图片编辑类应用（startAbilityByType）,00020178602474383235394940538a39,00020178602474383287750ccf989d5b,True,False,True,photoeditorextensionability,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/photoeditorextensionability,
111,document,开发,4,拉起文件处理类应用（startAbility）,开发 > 应用框架 > Ability Kit（程序框架服务） > 应用间跳转 > 拉起指定类型的应用 > 拉起文件处理类应用（startAbility）,000201786024743832371370ef076769,00020178602474383287750ccf989d5b,True,False,True,file-processing-apps-startup,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/file-processing-apps-startup,
112,document,开发,3,拉起系统应用,开发 > 应用框架 > Ability Kit（程序框架服务） > 应用间跳转 > 拉起系统应用,00020178602474383292509de29ed092,000201786024743832674444aa8780dd,True,False,True,system-app-startup,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/system-app-startup,
113,document-branch,开发,3,应用间跳转典型场景,开发 > 应用框架 > Ability Kit（程序框架服务） > 应用间跳转 > 应用间跳转典型场景,000201786024743832957ad733d553c7,000201786024743832674444aa8780dd,False,True,True,typical-scenarios-for-inter-app-jumping,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/typical-scenarios-for-inter-app-jumping,
114,document,开发,4,应用间跳转实践概览,开发 > 应用框架 > Ability Kit（程序框架服务） > 应用间跳转 > 应用间跳转典型场景 > 应用间跳转实践概览,0002017860247438320541e5ea9d9d62,000201786024743832957ad733d553c7,True,False,True,inter-application-redirection,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/inter-application-redirection,
115,document,开发,4,社交分享跳转,开发 > 应用框架 > Ability Kit（程序框架服务） > 应用间跳转 > 应用间跳转典型场景 > 社交分享跳转,00020178602474383212804e61f0bc70,000201786024743832957ad733d553c7,True,False,True,social-sharing-redirection,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/social-sharing-redirection,
116,document,开发,4,广告跳转,开发 > 应用框架 > Ability Kit（程序框架服务） > 应用间跳转 > 应用间跳转典型场景 > 广告跳转,000201786024743832213eaca22e9fb0,000201786024743832957ad733d553c7,True,False,True,ad-redirection,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/ad-redirection,
117,document,开发,4,特殊文本识别跳转,开发 > 应用框架 > Ability Kit（程序框架服务） > 应用间跳转 > 应用间跳转典型场景 > 特殊文本识别跳转,000201786024743832277c07925aee94,000201786024743832957ad733d553c7,True,False,True,special-text-recognition-redirection,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/special-text-recognition-redirection,
118,document,开发,4,Web和应用的跳转与拉起,开发 > 应用框架 > Ability Kit（程序框架服务） > 应用间跳转 > 应用间跳转典型场景 > Web和应用的跳转与拉起,000201786024743832283239edb7a175,000201786024743832957ad733d553c7,True,False,True,navigating-between-web-and-apps,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/navigating-between-web-and-apps,
119,document-branch,开发,2,方舟智能开发框架开发指导,开发 > 应用框架 > Ability Kit（程序框架服务） > 方舟智能开发框架开发指导,0002017860247438326835596dfbf624,00020178602474383260717ead1c20b4,False,True,True,ark-agentic-framework,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/ark-agentic-framework,
120,document,开发,3,方舟智能开发框架概述,开发 > 应用框架 > Ability Kit（程序框架服务） > 方舟智能开发框架开发指导 > 方舟智能开发框架概述,0002017860247438327884944bd366b1,0002017860247438326835596dfbf624,True,False,True,arkaf-overview,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkaf-overview,
121,document-branch,开发,3,意图框架开发指导,开发 > 应用框架 > Ability Kit（程序框架服务） > 方舟智能开发框架开发指导 > 意图框架开发指导,00020178602474383285206309bf1ae0,0002017860247438326835596dfbf624,False,True,True,insight-intent,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/insight-intent,
122,document,开发,4,意图框架概述,开发 > 应用框架 > Ability Kit（程序框架服务） > 方舟智能开发框架开发指导 > 意图框架开发指导 > 意图框架概述,000201786024743832065eb4b3ac8d90,00020178602474383285206309bf1ae0,True,False,True,insight-intent-overview,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/insight-intent-overview,
123,document-branch,开发,4,开发意图,开发 > 应用框架 > Ability Kit（程序框架服务） > 方舟智能开发框架开发指导 > 意图框架开发指导 > 开发意图,000201786024743832146afe3e92dd80,00020178602474383285206309bf1ae0,False,True,True,insight-intent-development,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/insight-intent-development,
124,document,开发,5,意图开发概述,开发 > 应用框架 > Ability Kit（程序框架服务） > 方舟智能开发框架开发指导 > 意图框架开发指导 > 开发意图 > 意图开发概述,0002017860247438324234b562c2be28,000201786024743832146afe3e92dd80,True,False,True,insight-intent-definition,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/insight-intent-definition,
125,document,开发,5,使用配置文件开发意图,开发 > 应用框架 > Ability Kit（程序框架服务） > 方舟智能开发框架开发指导 > 意图框架开发指导 > 开发意图 > 使用配置文件开发意图,000201786024743832450eacfe064f4b,000201786024743832146afe3e92dd80,True,False,True,insight-intent-config-development,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/insight-intent-config-development,
126,document,开发,5,使用装饰器开发意图,开发 > 应用框架 > Ability Kit（程序框架服务） > 方舟智能开发框架开发指导 > 意图框架开发指导 > 开发意图 > 使用装饰器开发意图,000201786024743833511f2a4c83fac9,000201786024743832146afe3e92dd80,True,False,True,insight-intent-decorator-development,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/insight-intent-decorator-development,
127,document,开发,5,附录：标准意图接入规范,开发 > 应用框架 > Ability Kit（程序框架服务） > 方舟智能开发框架开发指导 > 意图框架开发指导 > 开发意图 > 附录：标准意图接入规范,0002017860247438335433fcb88774d6,000201786024743832146afe3e92dd80,True,False,True,insight-intent-access-specifications,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/insight-intent-access-specifications,
128,document,开发,4,调试意图,开发 > 应用框架 > Ability Kit（程序框架服务） > 方舟智能开发框架开发指导 > 意图框架开发指导 > 调试意图,000201786024743832241d10bab52100,00020178602474383285206309bf1ae0,True,False,True,insight-intent-debug,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/insight-intent-debug,
129,document,开发,3,基于ArkTS脚本的应用Skill开发指导,开发 > 应用框架 > Ability Kit（程序框架服务） > 方舟智能开发框架开发指导 > 基于ArkTS脚本的应用Skill开发指导,000201786024743832890d012d964270,0002017860247438326835596dfbf624,True,False,True,arkts-skill-development-guide,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-skill-development-guide,
130,document-branch,开发,3,端侧A2A框架开发指导,开发 > 应用框架 > Ability Kit（程序框架服务） > 方舟智能开发框架开发指导 > 端侧A2A框架开发指导,00020178602474383290728b6846f857,0002017860247438326835596dfbf624,False,True,True,agent-guideline,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/agent-guideline,
131,document,开发,4,端侧A2A框架概述,开发 > 应用框架 > Ability Kit（程序框架服务） > 方舟智能开发框架开发指导 > 端侧A2A框架开发指导 > 端侧A2A框架概述,000201786024743832081845abb92e25,00020178602474383290728b6846f857,True,False,True,agent-overview,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/agent-overview,
