08-29 11:45:08.722     0     0 I I00000/HiLog: ========Zeroth log of type: init
08-30 16:42:46.886  1418  1418 I A01c10/IMSAKIT: SCBIMFKeyboardPanel: disableShow, newState: 1, curState: 6, name: AboveFloatContainerScene, isActive: false
08-30 16:42:46.888  1418  1418 I A01b09/RECENT: SCBDesktopCacheManager: FreezeTrack setWallPaperScale old:1, new:1, reason:onInactive
08-30 16:42:46.937  1418  1418 I A01b00/SCB: [a92ab1ed05cb5bc, 17db502, 177afe4] LuoShuStateManager --> getLuoShuStateInfo: SCBScreenSM {"luoShuState":0,"scenePanelState":1,"eventType":7,"screenInfo":{"isLandscape":true,"foldState":1},"screenId":0,"holdingHandStatus":1}
08-30 16:42:47.039  1418  1418 W A01c06/ICON: AppIconWeatherModel --> initWeatherListener, retryTimes: 4
08-30 16:42:47.043  1418  1418 E A01c06/ICON: AppIconWeatherModel --> get weather info failed, code: 15700010, message: The DataShareHelper is not initialized successfully.
08-30 16:42:47.082  1418  1418 I A01b09/RECENT: [a92ab1ed05cb5bc, 17db502, 177afe4] SCBDesktopCacheManager: FreezeTrack setWallPaperScale old:1, new:1.1, reason:onActive
08-30 16:42:47.151  1418  1418 I A04200/WINDOW: [a92ab1ed05cb5bc, 17db502, 177afe4] WindowAnimation: [SCBAnimation] finish conatainerId 63, type ZOOM_IN
08-30 16:42:47.151  1418  1418 W A01b01/HOME: [a92ab1ed05cb5bc, 17db502, 177afe4] SCBSCS: getTransitionCount from session 63, 2
08-30 16:42:47.151  1418  1418 W A01b01/HOME: [a92ab1ed05cb5bc, 17db502, 177afe4] SCBTM: getTransitionCount from animationMap 63, 2
08-30 16:42:47.151  1418  1418 I A01b01/HOME: [a92ab1ed05cb5bc, 17db502, 177afe4] SCBScenePanelAnimator: startSceneFromOther animation count: before 2,
08-30 16:42:47.151  1418  1418 I A01b01/HOME:         current 2
08-30 16:42:47.152  1418  1418 W A01b01/HOME: [a92ab1ed05cb5bc, 17db502, 177afe4] SCBSCS: getTransitionCount from session 63, 2
08-30 16:42:47.152  1418  1418 W A01b01/HOME: [a92ab1ed05cb5bc, 17db502, 177afe4] SCBTM: getTransitionCount from animationMap 63, 2
08-30 16:42:47.152  1418  1418 I A01b01/HOME: [a92ab1ed05cb5bc, 17db502, 177afe4] SCBScenePanelAnimator: capsule animating is false
08-30 16:42:47.152  1418  1418 I A01b00/SCB: [a92ab1ed05cb5bc, 17db502, 177afe4] LuoShuStateManager --> getLuoShuStateInfo: SCBScenePanelViewModel {"luoShuState":0,"scenePanelState":1,"eventType":7,"screenInfo":{"isLandscape":true,"foldState":1},"screenId":0,"holdingHandStatus":1}
08-30 16:42:47.152  1418  1418 W A01b01/HOME: [a92ab1ed05cb5bc, 17db502, 177afe4] SCBSCS: [SCBScenePanelViewModel] border radius from topLeft: 20, topRight: 20, bottomLeft: 20, bottomRight: 20 to 0. reason: sceneContainerZoomIn, extra: KanxiaobanAbility/com.gxoc.kxbai/kanxiaoban/0(persistentId: 525)(containerId: 63)
08-30 16:42:47.152  1418  1418 W A01b01/HOME: [a92ab1ed05cb5bc, 17db502, 177afe4] SCBSCS: clearTransitionCount 63, 2
08-30 16:42:47.152  1418  1418 I A01b01/HOME: [a92ab1ed05cb5bc, 17db502, 177afe4] SCBTM: clearTransitionCount 63, 2
08-30 16:42:47.152  1418  1418 I A01b00/SCB: [a92ab1ed05cb5bc, 17db502, 177afe4] AnimateToScheduleUtils: raiseAppStartToCPUPriority: 1
08-30 16:42:47.164  1418  1418 I A0421d/WMSRotation: containerSession isVertical verticalRotation: 0, reverseVerticalRotation: 180, rotation: 270
08-30 16:42:47.233  1418  1418 I A04200/WINDOW: SCBSceneSession: onBufferAvailableChange, isBufferAvailable: true, id: 525,      bundleName: com.gxoc.kxbai
08-30 16:42:47.233  1418  1418 I A04200/WINDOW: SCBScenePersistent: Set persistentId = 525 isAlive to true
08-30 16:42:47.233  1418  1418 W A04200/WINDOW: SCBScenePersistent: The alive status remains unchanged
08-30 16:42:47.233  1418  1418 I A04200/WINDOW: SCBSceneSession: bufferAvailableCallbackList length: 0
08-30 16:42:47.233  1418  1418 I A04209/WMSImms: win:525 app prop is applied
08-30 16:42:47.233  1418  1418 I A04209/WMSImms: update prop to callbacks. screenId:0 mainscreenId:0 window:525, prop:[5,true,"#00000000","#FF000000",false,false,null], size:4 reason: sceneSession isSetEnable:true isSetColor:true isLand:false 
08-30 16:42:47.233  1418  1418 I A01a00/SYS_UI: SystemUI_BannerVm --> onSystemBarProperty
08-30 16:42:47.234  1418  1418 I A01a00/SYS_UI: TaskQueue: Add task SCBStatusBarVM_onSystemBarPropertyChange, count: 1
08-30 16:42:47.234  1418  1418 I A01a00/SYS_UI: TaskQueue: execute queueName SCBStatusBarVM, task onSystemBarPropertyChange, runningCount 1, startTime 1788079367234
08-30 16:42:47.234  1418  1418 I A01a00/SYS_UI: SCBStatusBarView: registerSystemBarPropertyCallbacks, enable: true, enableAnimation:false, isExitRecentTask: false
08-30 16:42:47.234  1418  1418 I A01a00/SYS_UI: TimeoutPromise: Create for SCBStatusBarView_isEnablePromise.
08-30 16:42:47.234  1418  1418 I A01a00/SYS_UI: TimeoutPromise: StartTimeout for SCBStatusBarView_isEnablePromise timeout 500
08-30 16:42:47.234  1418  1418 I A04200/WINDOW: SCBSSM: setIsShowStatusBarTemporary 525 false
08-30 16:42:47.234  1418  1418 I A01a00/SYS_UI: TimeoutPromise: Manually resolve fot SCBStatusBarView_isEnablePromise. reason: SCBStatusBarView_isEnablePromise
08-30 16:42:47.234  1418  1418 W A01a00/SYS_UI: SCBStatusBarView: isEnable changed: true, statusBarOpacity is 1, immersive is false, enable animation: false
08-30 16:42:47.234  1418  1418 W A01a00/SYS_UI: StatusBarVMV2: System bar property change from #FFFFFFFF to #FF000000 #00000000
08-30 16:42:47.234  1418  1418 I A01a00/SYS_UI: StatusBarVMV2: updateTintContentColor enable true, enableAnimation false contentColor #FF000000
08-30 16:42:47.234  1418  1418 W A01a00/SYS_UI: StatusBarBridgeView: onPluginContentColorChange #FF000000
08-30 16:42:47.235  1418  1418 I A01b00/SCB: SCBCategoryResourceManager: isForceFullScreenWithDock bundleName: com.gxoc.kxbai
08-30 16:42:47.235  1418  1418 I A01b00/SCB:                   isForceFullScreenWithDock: false
08-30 16:42:47.235  1418  1418 I A01a00/SYS_UI: TaskQueue: Run task SCBStatusBarVM_onSystemBarPropertyChange, time: 1, count: 0
08-30 16:42:47.235  1418  1418 W A01a00/SYS_UI: TaskQueue: stop run task, queueName SCBStatusBarVM, isFreeze: false, runningCount: 0, tasks length: 0
08-30 16:42:47.247  1418  1418 I A01a00/SYS_UI: StatusBarBridgeView: FrameCallback do
08-30 16:42:47.247  1418  1418 I A01a00/SYS_UI: StatusBarColorPickerVm --> on isImmersive change: false,color: #FF000000--windowSetColor
08-30 16:42:47.247  1418  1418 I A01a00/SYS_UI: StatusBarColorPickerVm --> color enable false
08-30 16:42:47.247  1418  1418 I A01a00/SYS_UI: BatteryComponent-batteryIcon --> onContentColorChange #FF000000 batterySocTextTop 1
08-30 16:42:47.248  1418  1418 I A01a00/SYS_UI: GroupBackgroundEffect --> LightNess: 0 colorStr: #FF000000
08-30 16:42:47.248  1418  1418 I A01a00/SYS_UI: StatusBarHeightVm: clearShowHeight GroupBackgroundEffect_left_group
08-30 16:42:47.248  1418  1418 I A01a00/SYS_UI: StatusBarHeightVm: checkHeightChange: cacheUseHeight 39 maxHeight 39 maxHotArea: 39
08-30 16:42:47.248  1418  1418 I A01a00/SYS_UI: GroupBackgroundEffect --> LightNess: 0 colorStr: #FF000000
08-30 16:42:47.248  1418  1418 I A01a00/SYS_UI: StatusBarHeightVm: clearShowHeight GroupBackgroundEffect_right_group
08-30 16:42:47.248  1418  1418 I A01a00/SYS_UI: StatusBarHeightVm: checkHeightChange: cacheUseHeight 39 maxHeight 39 maxHotArea: 39
08-30 16:42:47.248  1418  1418 I A01a00/SYS_UI: LiveCapsuleListVm: shadow capsule color = #4D000000
08-30 16:42:47.434  1418  1418 I A01a00/SYS_UI: AnimationBase: Finish animation: StatusBarSystemSceneOpacityAnimation[0]
08-30 16:42:47.589  1418  1418 W A01b01/HOME: PageDesktopViewModel --> no cards in layout!
08-30 16:42:47.866  1418  1418 I A01b0a/GESTURE: aiBarViewData --> setIsHideByWeaken true
08-30 16:42:47.870  1418  1418 I A01b0a/GESTURE: AIBarView --> checkShowAiBar. isShowingAiBar:true
08-30 16:42:47.871  1418  1418 I A01b0a/GESTURE: aiBarViewData --> powerMode:600 thermalLevel:0 isEnterDeliver:false
08-30 16:42:48.044  1418  1418 W A01c06/ICON: AppIconWeatherModel --> initWeatherListener, retryTimes: 4
08-30 16:42:48.048  1418  1418 E A01c06/ICON: AppIconWeatherModel --> get weather info failed, code: 15700010, message: The DataShareHelper is not initialized successfully.
08-30 16:42:48.104  1418  1418 I A04215/WMSHierarchy: request top id: 525, 5
08-30 16:42:48.104  1418  1418 I A04215/WMSHierarchy: onRaiseSceneToTop with persistentId:525
08-30 16:42:48.104  1418  1418 I A04200/WINDOW: SCBSPVM: getSceneContainerSessionWithPersistentId from containerSessionList id: 525
08-30 16:42:48.104  1418  1418 I A04200/WINDOW: SCBSPM: Remove container id: 63, 525
08-30 16:42:48.104  1418  1418 I A01b09/RECENT: RecentDockRefreshAlarm: start alarm recent dock: KanxiaobanAbility/com.gxoc.kxbai/kanxiaoban/0(persistentId: 525)(containerId: 63)
08-30 16:42:48.205  1418  1418 I A01b01/HOME: RecentDockModel: app is already first in recent dock
08-30 16:42:48.205  1418  1418 I A01b09/RECENT: RecentDockRefreshAlarm: refresh recent dock: KanxiaobanAbility/com.gxoc.kxbai/kanxiaoban/0(persistentId: 525)(containerId: 63)
08-30 16:42:48.561  1418  1418 I A04215/WMSHierarchy: request top id: 525, 5
08-30 16:42:48.561  1418  1418 I A04215/WMSHierarchy: onRaiseSceneToTop with persistentId:525
08-30 16:42:48.561  1418  1418 I A04200/WINDOW: SCBSPVM: getSceneContainerSessionWithPersistentId from containerSessionList id: 525
08-30 16:42:48.561  1418  1418 I A04200/WINDOW: SCBSPM: Remove container id: 63, 525
08-30 16:42:48.561  1418  1418 I A01b09/RECENT: RecentDockRefreshAlarm: start alarm recent dock: KanxiaobanAbility/com.gxoc.kxbai/kanxiaoban/0(persistentId: 525)(containerId: 63)
08-30 16:42:48.665  1418  1418 I A01b01/HOME: RecentDockModel: app is already first in recent dock
08-30 16:42:48.665  1418  1418 I A01b09/RECENT: RecentDockRefreshAlarm: refresh recent dock: KanxiaobanAbility/com.gxoc.kxbai/kanxiaoban/0(persistentId: 525)(containerId: 63)
08-30 16:42:48.861  1418  1418 I A01b01/HOME: PageDesktopViewModel --> cards num: 0, threshold:7
08-30 16:42:49.050  1418  1418 W A01c06/ICON: AppIconWeatherModel --> initWeatherListener, retryTimes: 4
08-30 16:42:49.055  1418  1418 E A01c06/ICON: AppIconWeatherModel --> get weather info failed, code: 15700010, message: The DataShareHelper is not initialized successfully.
08-30 16:42:49.116  1418  1418 I A04215/WMSHierarchy: request top id: 525, 5
08-30 16:42:49.116  1418  1418 I A04215/WMSHierarchy: onRaiseSceneToTop with persistentId:525
08-30 16:42:49.116  1418  1418 I A04200/WINDOW: SCBSPVM: getSceneContainerSessionWithPersistentId from containerSessionList id: 525
08-30 16:42:49.116  1418  1418 I A04200/WINDOW: SCBSPM: Remove container id: 63, 525
08-30 16:42:49.116  1418  1418 I A01b09/RECENT: RecentDockRefreshAlarm: start alarm recent dock: KanxiaobanAbility/com.gxoc.kxbai/kanxiaoban/0(persistentId: 525)(containerId: 63)
08-30 16:42:49.219  1418  1418 I A01b01/HOME: RecentDockModel: app is already first in recent dock
08-30 16:42:49.219  1418  1418 I A01b09/RECENT: RecentDockRefreshAlarm: refresh recent dock: KanxiaobanAbility/com.gxoc.kxbai/kanxiaoban/0(persistentId: 525)(containerId: 63)
08-30 16:42:49.239 31257 31257 I A000ff/HMKeyboard_BaseKBDDelegateEvent: onEditorAttributeChanged come
08-30 16:42:49.239 31257 31257 I A000ff/HMKeyboard_FakeInputConnection: set analytics proxy
08-30 16:42:49.239 31257 31257 I A000ff/HMKeyboard_DisplayWrapper: clear display cache
08-30 16:42:49.239 31257 31257 I A000ff/HMKeyboard_DfxHaEventReporter: begin:type::PANEL_SHOW::requestId:PANEL_SHOW
08-30 16:42:49.242 31257 31257 I A000ff/HMKeyboard_SkinManager: darkModeChange: true, skinId: 
08-30 16:42:49.242 31257 31257 I A000ff/HMKeyboard_KeyboardController: input pattern changed to: -1, isWallpaperDark:true, fbe? false
08-30 16:42:49.243 31257 31257 I A000ff/HMKeyboard_ScreenUtils: isScreedLocked: false
08-30 16:42:49.243 31257 31257 I A000ff/HMKeyboard_KeyboardController: this.inputPattern:7, inputPattern:-1, enterKeyType:6
08-30 16:42:49.243 31257 31257 I A000ff/HMKeyboard_HardwareInputManager: updateEditAttributeEmailType: normal switch to special, save ime layout = chinese
08-30 16:42:49.243 31257 31257 I A000ff/HMKeyboard_HardwareInputManager: switchPwdSubType: return, is not hard input mode!
08-30 16:42:49.243 31257 31257 I A000ff/HMKeyboard_KeyboardPyWindow: update chinese status on subType change and isZh is true
08-30 16:42:49.243 31257 31257 I A000ff/HMKeyboard_pages_index: onMenuTypeChange start menuType: 0
08-30 16:42:49.244 31257 31257 I A000ff/HMKeyboard_pages_index: this.isMenuTypeChange = false
08-30 16:42:49.244 31257 31257 I A000ff/HMKeyboard_pages_index: current menutype is 9, next menutype is 0
08-30 16:42:49.244 31257 31257 I A000ff/HMKeyboard_pages_index: onKeyboardModeChange lastLayout: chinese, layout: chinese, locale: zh, shadowLocale: en_ZH
08-30 16:42:49.244 31257 31257 I A000ff/HMKeyboard_KeyPopContainer: do resetPop
08-30 16:42:49.244 31257 31257 I A000ff/HMKeyboard_InputManager: tryCommitContent
08-30 16:42:49.245 31257 31257 I A000ff/HMKeyboard_KeyboardToolWindow: panelPosition undefined
08-30 16:42:49.245 31257 31257 I A000ff/HMKeyboard_KeyboardModeManager: isHandWriteOnKbd isInputStatus false
08-30 16:42:49.245 31257 31257 I A000ff/HMKeyboard_InputManager: ignore tryCommitContent
08-30 16:42:49.245 31257 31257 I A000ff/HMKeyboard_DictLoadManager: fullWrite: false, force: false, need: false, last: false
08-30 16:42:49.245 31257 31257 I A000ff/HMKeyboard_pages_index: onHandWriteModeChange not handwrite
08-30 16:42:49.245 31257 31257 I A000ff/HMKeyboard_JapanInputManager: Japan resetCandidateResult
08-30 16:42:49.245 31257 31257 I A000ff/HMKeyboard_KeyboardModeManager: resetCurPanelFlag start: 0
08-30 16:42:49.245 31257 31257 I A000ff/HMKeyboard_InputManager: inputManager reset
08-30 16:42:49.246 31257 31257 I A000ff/HMKeyboard_InputManager: reset return isInitState
08-30 16:42:49.246 31257 31257 I A000ff/HMKeyboard_SubTypeManager: switchLayout:zh, undefined, isEarthAndMenuEnter = true
08-30 16:42:49.246 31257 31257 I A000ff/HMKeyboard_SubTypeManager: switchLayout, preSubIME layout = chinese
08-30 16:42:49.246 31257 31257 I A000ff/HMKeyboard_SubTypeManager: switchLayout: layout chinese
08-30 16:42:49.246 31257 31257 I A000ff/HMKeyboard_SubTypeManager: updateAppStorageLayout newIME layout: chinese, locale: zh
08-30 16:42:49.246 31257 31257 I A000ff/HMKeyboard_SubTypeManager: newIME is same with preSubIME
08-30 16:42:49.246 31257 31257 I A000ff/HMKeyboard_SubTypeManager: engine already initialized
08-30 16:42:49.246 31257 31257 I A000ff/HMKeyboard_SubTypeManager: start saveLocaleToSp
08-30 16:42:49.247 31257 31257 I A000ff/HMKeyboard_SubTypeManager: switchLayout, saveLocaleToSp : [{"language":"zh","languageName":"中文","local":"中文","localId":"translate_language_chinese","layout":"chinese","isShadowSelect":false,"enterLongPressContent":"换行","defaultLayouts":[{"locale":"zh","languageName":"中文","layout":"chinese","layoutName":"26键","shadowLocale":"en_ZH","subtypeId":"InputZhService"},{"locale":"zh","languageName":"中文","layout":"pinyin_t9","layoutName":"9键","shadowLocale":"en_ZH","subtypeId":"InputZhService"},{"locale":"zh","languageName":"中文","layout":"strokes","layoutName":"笔画","shadowLocale":"en_ZH","subtypeId":"InputZhService"},{"locale":"zh","languageName":"中文","layout":"handwriting","layoutName":"手写","shadowLocale":"en_ZH","subtypeId":"InputZhService"},{"locale":"zh","languageName":"中文","layout":"wubi","layoutName":"五笔","shadowLocale":"en_ZH","subtypeId":"InputZhWuBiService"},{"locale":"zh","languageName":"中文","layout":"doublepinyin","layoutName":"双拼","shadowLocale":"en_ZH","subtypeId":"InputZhDoubleService"},{"locale":"zh","languageName":"中文","layout":"pinyin_14key","layoutName":"14键","shadowLocale":"en_ZH","subtypeId":"InputZhService"}],"selectedLayouts":[{"locale":"zh","languageName":"中文","layout":"chinese","layoutName":"26键","shadowLocale":"en_ZH","subtypeId":"InputZhService"},{"locale":"zh","languageName":"中文","layout":"pinyin_t9","layoutName":"9键","shadowLocale":"en_ZH","subtypeId":"InputZhService"},{"locale":"zh","languageName":"中文","layout":"strokes","layoutName":"笔画","shadowLocale":"en_ZH","subtypeId":"InputZhService"},{"locale":"zh","languageName":"中文","layout":"handwriting","layoutName":"手写","shadowLocale":"en_ZH","subtypeId":"InputZhService"},{"locale":"zh","languageName":"中文","layout":"wubi","layoutName":"五笔","shadowLocale":"en_ZH","subtypeId":"InputZhWuBiService"},{"locale":"zh","languageName":"中文","layout":"doublepinyin","layoutName":"双拼","shadowLocale":"en_ZH","subtypeId":"InputZhDoubleService"},{"locale":"zh","languageName":"中文","layout":"pinyin_14key","layoutName":"14键","shadowLocale":"en_ZH","subtypeId":"InputZhService"}]}]
08-30 16:42:49.250 31257 31257 I A000ff/HMKeyboard_KbdCache: kbd cache clear
08-30 16:42:49.250 31257 31257 I A000ff/HMKeyboard_NormalKbdManager: initNormalKbdInfo
08-30 16:42:49.250 31257 31257 I A000ff/HMKeyboard_NormalKbdManager: hasResetKdbHeightFlag:true hasRestKbdMarginRollbackFlag:true
08-30 16:42:49.250 31257 31257 I A000ff/HMKeyboard_BaseKbdManager: getKbdHeight, kdbHeight = 0, numberLineAddHeight = 0
08-30 16:42:49.251 31257 31257 I A000ff/HMKeyboard_NormalKbdManager: kdbHeight:806.4
08-30 16:42:49.251 31257 31257 I A000ff/HMKeyboard_NormalKbdManager: normal kbd height is : 806.4 , bottom is 0 , left is 0,right is :0,oneHandStatus is :0,thumbKeyboardHalfWidth is :0
08-30 16:42:49.252 31257 31257 I A000ff/HMKeyboard_KeyboardModeManager: isFloatKbd is false
08-30 16:42:49.252 31257 31257 I A000ff/HMKeyboard_KeyboardModeManager: initNormalKeyboardWidthHeight
08-30 16:42:49.252 31257 31257 I A000ff/HMKeyboard_KeyboardModeManager: keyboardWidth : 2880, keyboardHeight：806.4, keyboardMarginBottom：0
08-30 16:42:49.252 31257 31257 I A000ff/HMKeyboard_KeyboardModeManager: adjustPanelRectDefault
08-30 16:42:49.252 31257 31257 I A000ff/HMKeyboard_KbdRectCalculation : getContentHeight = 403.2, kbdHeightScene = 0
08-30 16:42:49.252 31257 31257 I A000ff/HMKeyboard_BaseKbdManager: getKbdHeight, kdbHeight = 0, numberLineAddHeight = 0
08-30 16:42:49.252 31257 31257 I A000ff/HMKeyboard_KbdStateUtils: pad getPadPortraitHeight kbdHeight = 864
08-30 16:42:49.252 31257 31257 I A000ff/HMKeyboard_KbdRectCalculation : getContentHeight = 432, kbdHeightScene = 0
08-30 16:42:49.253 31257 31257 I A000ff/HMKeyboard_KbdRectCalculation : getContentHeight = 403.2, kbdHeightScene = 1
08-30 16:42:49.253 31257 31257 I A000ff/HMKeyboard_BaseKbdManager: getKbdHeight, kdbHeight = 0, numberLineAddHeight = 0
08-30 16:42:49.253 31257 31257 I A000ff/HMKeyboard_KbdStateUtils: pad getPadPortraitHeight kbdHeight = 864
08-30 16:42:49.253 31257 31257 I A000ff/HMKeyboard_KbdRectCalculation : getContentHeight = 432, kbdHeightScene = 1
08-30 16:42:49.253 31257 31257 I A000ff/HMKeyboard_KeyboardModeManager: adjustPanelRectFullScreen avoidYLand 1114, avoidYPort 2016, kbdHeightLand = 806, kbdHeightPort = 864
08-30 16:42:49.253 31257 31257 I A000ff/HMKeyboard_KeyboardModeManager: adjustPanelEnhancedRect
08-30 16:42:49.254 31257 31257 I A000ff/HMKeyboard_KeyboardModeManager: updateKbdStyle
08-30 16:42:49.254 31257 31257 I A000ff/HMKeyboard_DisplayWrapper: getDefaultDisplaySyncWrapper
08-30 16:42:49.255 31257 31257 I A000ff/HMKeyboard_KbdRectCalculation : getContentHeight = 403.2, kbdHeightScene = 1
08-30 16:42:49.255 31257 31257 I A000ff/HMKeyboard_KbdRectCalculation : getContentHeight = 403.2, kbdHeightScene = 2
08-30 16:42:49.255 31257 31257 I A000ff/HMKeyboard_KeyboardModeManager: resetCurPanelFlag() FLG_FIXED isAlphaKeyboardExist is false
08-30 16:42:49.255 31257 31257 I A000ff/HMKeyboard_KeyboardModeManager: changeFlag panel [object Object], newPanelFlag 0
08-30 16:42:49.255 31257 31257 I A000ff/HMKeyboard_InputPanel: changeFlag: 0
08-30 16:42:49.255 31257 31257 I A000ff/HMKeyboard_KeyboardModeManager: save float status,isFloat : false
08-30 16:42:49.255 31257 31257 I A000ff/HMKeyboard_KeyboardModeManager: resetCurPanelFlag end: 0
08-30 16:42:49.255 31257 31257 I A000ff/HMKeyboard_KbdCache: kbd cache clear
